Filename,Wordcount,Hyperlinks,Domains,NER Entities,% Numeric Characters
82540_CDM_WLT_2014.p.txt,27,0,0,7,5.65
277_Asensio_OLED_2013_13.p.txt,748,0,0,66,1.9
301420_Friendly Bear_GHL_2017_1.p.txt,235,0,0,178,1.07
300301_Aurelius_BOFI_2015_1.p.txt,264,0,0,113,2.78
74_Bronte Capital_UTA_2010_1.p.txt,5861,3,2,334,3.69
90614_JCap_IPO_2017.p.txt,9410,1,1,516,4.67
249_GeoInvesting_AFSI_2014_4.p.txt,957,0,0,77,4.29
90813_Hindenburg_YRIV_2018.p.txt,3837,0,0,282,5.76
664_Citron Research_LPHI_2009_2.p.txt,1748,0,0,187,3.57
192_Citron Research_HRBN_2011_6.p.txt,2577,0,0,230,3.3
485_Ikarian Point Research_CELG_2013.p.txt,1330,0,0,139,4.99
7_Whitney Tilson_LL_2015_20.p.txt,2124,0,0,95,1.44
321_Alpha Exposure_EXAS_2013_6.p.txt,2211,0,0,93,2.84
303904_SkyTides_PODD_2016_3.p.txt,5554,1,1,267,4.19
91249_Night Market Research_NYMX_2020.p.txt,21,0,0,4,5.23
238_Forensic Accounter_MILL_2012_1.p.txt,1706,0,0,126,6.48
90342_FG Alpha_EROS_2017_1.p.txt,3276,0,0,77,3.15
304027_Spruce Point Capital_MRCY_2018_1.p.txt,9325,0,0,459,8.89
91128_Viceroy_ATNX_2019_10.p.txt,4619,8,6,393,2.9
300318_Aurelius_CIA_2017_1.p.txt,332,0,0,453,4.98
307202_Jay Yoon_SPCB_2014_1.p.txt,165,0,0,71,3.87
90823_Hindenburg_OPK_2018_2.p.txt,2448,0,0,128,1.95
68_Copperfield Research_EBIX_2012_2.p.txt,1002,0,0,60,3.05
800_Emperor Has No Clothes_USU_2014_2.p.txt,580,0,0,24,5.89
301205_Citron_7779TYO_2016_1.p.txt,4490,3,2,282,3.55
232_GeoInvesting_ECAU_2013_1.p.txt,5069,0,0,213,4.03
296_Meson Capital_OMEX_2014_12.p.txt,2943,0,0,186,3.78
253_Gotham City Research_BCOR_2014.p.txt,11348,4,3,741,3.35
301301_Forensic Research Analyst_CRR_2016_3.p.txt,176,0,0,107,4.75
310_Citron Research_ANGI_2013_3.p.txt,2035,2,2,46,3.61
301237_Citron_INGN_2019_2.p.txt,3790,1,1,273,1.67
90723_Viceroy_PVG_2018_1.p.txt,19780,14,12,949,4.65
351_Street Sweeper_OPTT_2014_1.p.txt,2491,0,0,254,3.65
360_Kynikos Associates_LNCR_2009.p.txt,1226,0,0,158,4.37
568_Glaucus Research Group_2014-HK_2015_2.p.txt,6282,2,2,533,2.27
480_Forensic Factor_AUTC_2011_2.p.txt,3616,0,0,143,3.46
91015_Viceroy_TEUM_2019_1.p.txt,13353,67,22,817,6.72
304044_Spruce Point Capital_TSEM_2016.p.txt,15173,0,0,815,6.16
90019_Cliffside_NAII_2016_1.p.txt,13,0,0,0,0.0
247_Copperfield Research_SCTY_2013_2.p.txt,3707,0,0,207,2.78
221_Lakewood Capital_ONVO_2014.p.txt,1142,0,0,86,4.57
457_GeoInvesting_XXII_2014_2.p.txt,1202,0,0,129,2.26
512_Gotham Investing_AFSI_2014_6.p.txt,1093,0,0,95,2.48
200_Matt Berry_QIHU_2012_4.p.txt,1620,0,0,121,6.14
96_GeoInvesting_CGPI_2011_1.p.txt,619,0,0,61,2.96
573_Bronte Capital_TSL_2011_2.p.txt,4663,0,0,206,5.66
712_Hayman Capital Management_AEGR_2015.p.txt,18206,0,0,1745,6.11
588_Street Sweeper_MVIS_2015.p.txt,1519,0,0,95,5.0
90459_Unemon1_EROS_2017.p.txt,478,1,1,21,7.41
90827_Hindenburg_PGLC_2017.p.txt,2100,0,0,132,4.55
30_Citron Research_ISRG_2013_3.p.txt,11941,1,1,247,2.55
91271_Spruce Point_AMCR_2020.p.txt,20657,0,0,1242,7.11
91296_Hindenburg_WORX_2020.p.txt,2856,0,0,150,3.42
91399_Spruce Point_GFL_2020.p.txt,22700,0,0,2209,5.56
47_Alfred Little_SVM_2012_3.p.txt,1359,0,0,102,4.46
523_Asensio_AOBI_2009_02.p.txt,405,0,0,71,2.07
91180_Asensio_PGWC_2006_3.p.txt,298,0,0,44,1.36
304301_Well_MARUF_2016_2.p.txt,29,0,0,21,3.73
90320_90321_Aristides_CLM_CRF-2011.p.txt,8,0,0,0,5.97
302705_Mithra_BTGGF_2017_1.p.txt,411,0,0,344,3.39
91281_Spruce Point_WDFC_2020_2.p.txt,3592,0,0,125,2.86
306_Citron Research_TSLA_2013.p.txt,1234,0,0,168,2.29
733_Citron Research_VRX_2015_1.p.txt,2911,0,0,126,4.62
302903_Off Wall Street_DKS_2016_1.p.txt,11352,0,0,436,6.15
302217_Kerrisdale_TCX_2019_1.p.txt,8657,0,0,373,8.54
91310_Spruce Point_FSCT_2020.p.txt,12194,0,0,332,3.68
90451_Viceroy_CSTE_2017_1.p.txt,7046,23,11,272,4.73
92126_Asensio_LDK_2006_1.p.txt,535,0,0,55,1.75
91286_Wolfpack_IQ_2020.p.txt,10924,29,23,496,4.78
301213_Citron_TDG_2017_2.p.txt,2756,0,0,174,2.56
301407_Friendly Bear_MEET_2019_3.p.txt,269,0,0,91,3.03
91145_EtAlBioCap_TORC_2019.p.txt,8,0,0,0,0.0
196_Citron Research_QIHU_2011_2.p.txt,3067,0,0,320,4.44
429_Kerrisdale Capital_CMFO_2010_2.p.txt,922,0,0,109,4.87
91180_Asensio_PGWC_2006_10.p.txt,271,0,0,49,1.46
783_Eminence Capital_WAB_2015.p.txt,1332,0,0,173,7.9
269_Bronte Capital_VRX_2016_8.p.txt,993,0,0,90,4.85
695_The Friendly Bear_W_2015.p.txt,3051,0,0,104,3.71
260_Infitialis_CHMR_2012_2.p.txt,3378,0,0,266,5.9
565_Hayman Capital Management_ACOR_2015_2.p.txt,1209,0,0,144,2.3
281_Alfred Little_FU_2013_4.p.txt,1647,0,0,74,2.72
301240_Citron_ABBV_2018.p.txt,1247,0,0,55,1.65
211_Citron Research_NUS_2012_2.p.txt,5774,0,0,354,1.18
157_Street Sweeper_LULU_2013.p.txt,4501,0,0,242,3.72
532_RH Analytics_HCI_2015_11.p.txt,1040,0,0,83,2.59
306401_ColdShowerAnalytics_DIOD_2019_1.p.txt,2565,9,7,97,3.47
765_Ennismore Fund Management_GBO-GB_2014.p.txt,2506,0,0,171,2.58
7_Whitney Tilson_LL_2015_7.p.txt,2006,0,0,61,1.67
495_Bronte Capital_GSAT_2014.p.txt,5790,0,0,149,3.5
300314_Aurelius_BANC_2016_1.p.txt,5081,0,0,747,4.91
576_Bleecker Street Research_AAC_2015_1.p.txt,5950,0,0,545,2.88
302809_Muddy Waters_6863HK_2016_2.p.txt,3003,4,4,183,2.54
532_RH Analytics_HCI_2017_23.p.txt,206,0,0,38,3.25
83113_Citron_ARTC_2007_3.p.txt,33,0,0,2,3.92
543_Street Sweeper_SPWH_2014_1.p.txt,4523,0,0,192,4.68
301606_Glaucus Research_1363HK_2016_2.p.txt,6218,4,3,447,2.41
246_Prescience Point_INWK_2013.p.txt,18512,10,1,889,5.54
668_Citron Research_AMBA_2015_1.p.txt,1515,0,0,36,2.32
90825_Hindenburg_RIOT_2017_1.p.txt,2824,0,0,136,6.41
92126_Asensio_LDK_2006_14.p.txt,367,0,0,52,1.56
302904_Off Wall Street_HNI_2017_1.p.txt,9989,0,0,305,5.4
280_GeoInvesting_FU_2013_1.p.txt,1193,0,0,127,7.95
90343_Richard Pearson_TCMD_2017.p.txt,25,0,0,0,8.14
59_Citron Research_QCOR_2012_4.p.txt,827,0,0,59,3.58
302818_Muddy Waters_CIFS_2017.p.txt,5792,4,3,619,3.3
3_Kerrisdale Capital_EZCH_2013_1.p.txt,8840,0,0,517,5.45
91128_Viceroy_ATNX_2019_3.p.txt,3742,7,7,364,2.74
301610_Glaucus Research_0607HK_2017_1.p.txt,17121,17,5,1225,4.5
301245_Citron_TSXV-N_2018_2.p.txt,1352,1,1,83,4.01
420_GeoInvesting_CBAK_2014_2.p.txt,1548,0,0,88,1.19
301222_Citron_NVDA_2017.p.txt,960,0,0,55,3.12
735_Martin Shkreli_CYTX_2012.p.txt,1229,0,0,41,4.37
91450_Kerrisdale_ATRC_2020.p.txt,17470,0,0,466,2.51
90826_Hindenburg_MARA_2017.p.txt,2117,0,0,126,3.8
121_Bronte Capital_CCME_2011_2.p.txt,1333,0,0,58,1.98
185_Kerrisdale Capital_GFRE_2011.p.txt,1379,0,0,113,3.01
125_Kynikos Associates_GME_2011.p.txt,1548,0,0,113,3.41
123_Asensio_CTE_2011_7.p.txt,691,0,0,103,2.47
146_Richard Pearson_TEAR_2013_2.p.txt,3234,0,0,83,2.3
302401_Lemelson_DPZ_2017_1.p.txt,329,0,0,92,4.84
239_Street Sweeper_MILL_2013_1.p.txt,1306,0,0,73,5.16
699_Street Sweeper_EFOI_2015.p.txt,961,0,0,63,3.35
553_Street Sweeper_TUBE_2015_2.p.txt,591,0,0,17,3.65
745_GeoInvesting_CDZI_2015_3.p.txt,1414,0,0,34,2.02
301423_Friendly Bear_TDOC_2018_2.p.txt,100,0,0,58,1.74
692_Street Sweeper_VG_2015.p.txt,1277,0,0,130,3.08
308001_GrizzlyResearch_NBEV_2019_1.p.txt,7219,1,1,711,4.03
91463_GlassHouse_COLM_2020.p.txt,11446,0,0,516,3.6
90681_FFJ_ACAD_2018.p.txt,975,0,0,79,3.58
752_Suhail Capital_VEEV_2014_13.p.txt,2641,0,0,121,1.78
90820_Hindenburg_PLSE_2018.p.txt,2765,0,0,55,3.19
301214_Citron_ESRX_2017.p.txt,400,0,0,26,4.64
402_Alpha Exposure_AFFY_2013_1.p.txt,2191,0,0,173,3.71
105_Richard Pearson_ZIOP_2012_1.p.txt,3420,0,0,141,1.77
711_Citron Research_W_2015_1.p.txt,4002,3,3,238,3.21
90533_SoapBox_NWL_2017.p.txt,4101,1,1,137,4.61
90045_Le Penseur_WATT_2016.p.txt,9,0,0,0,2.99
322_Whitney Tilson_LRN_2013_4.p.txt,1233,0,0,49,2.53
820_819_Muddy Waters_RAL-FR_CO-FR_2015_1.p.txt,6873,0,0,246,2.45
254_Gravity Research Group_RPTP_2013.p.txt,4588,0,0,300,2.38
776_Richard Pearson_TKAI_2015.p.txt,3153,0,0,157,3.25
301905_Gotham_AAC_2017_2.p.txt,7343,10,9,822,4.63
17_Alfred Little_DEER_2011_1.p.txt,3721,0,0,207,3.62
500_Bronte Capital_LOGI_2011_3.p.txt,802,0,0,26,2.89
524_Asensio_CSKI_2009_11.p.txt,490,0,0,63,2.2
301230_Citron_MDXG_2017.p.txt,44,0,0,52,3.77
424_Bronte Capital_GPOR_2012_4.p.txt,1535,0,0,213,4.61
23_Glaucus Research Group_773-HK_2013_1.p.txt,12069,5,4,592,10.82
319_Alpha Exposure_UNXL_2013_3.p.txt,2424,0,0,216,2.97
811_Muddy Waters_PFPT_2015.p.txt,463,0,0,114,5.55
302826_Muddy Waters_INGN_2019_1.p.txt,7425,12,11,320,3.65
91455_JCAP_ACMR_2020_1.p.txt,10221,1,1,970,4.93
723_Martin Shkreli_AVNR_2011_1.p.txt,1558,0,0,63,3.93
249_GeoInvesting_AFSI_2013_1.p.txt,4912,0,0,560,4.77
91355_Hindenburg_IDEX_2020.p.txt,3179,0,0,107,2.82
474_Trinity Research Group_GOMO_2014.p.txt,2253,0,0,110,5.93
734_Martin Shkreli_MNKD_2012.p.txt,1348,0,0,49,2.18
73_Absaroka Capital_YONG_2011.p.txt,10478,23,7,1322,4.34
532_RH Analytics_HCI_2014_3.p.txt,3179,0,0,215,4.39
222_Valkyrie Capital_ONVO_2014.p.txt,5080,0,0,420,3.23
647_Shareholder Watchdog_SBNY_2011.p.txt,2502,0,0,124,5.53
300322_Aurelius_PETS_2017_1.p.txt,3742,0,0,257,3.15
194_Glaucus Research Group_SFUN_2013_1.p.txt,8471,0,0,655,2.97
333_Glaucus Research Group_1337-TW_2014_3.p.txt,2466,8,6,134,3.56
91387_TaxWatch_GE_2020.p.txt,4739,0,0,350,3.97
114_Muddy Waters_SPRD_2011.p.txt,33,0,0,2,4.28
8_Citron Research_TXTR_2014_2.p.txt,4399,0,0,390,3.97
403_Alpha Exposure_CVV_2013_1.p.txt,1223,0,0,97,3.97
316_Xuhua Zhou_UNXL_2013_2.p.txt,1578,0,0,119,2.78
90999_Hindenburg_EROS_2019_3.p.txt,4815,0,0,182,4.37
241_Glaucus Research Group_K2N-SG_2013_1.p.txt,8564,0,0,538,3.36
111_Kynikos Associates_XOM_2011.p.txt,1548,0,0,113,3.41
395_Xuhua Zhou_WPRT_2013.p.txt,3406,0,0,303,3.32
304026_Spruce Point Capital_GLOB_2018.p.txt,8608,0,0,520,14.32
300301_Aurelius_BOFI_2016_12.p.txt,405,0,0,319,4.45
329_Kerrisdale Capital_UNIS_2014_3.p.txt,1388,0,0,54,2.68
307905_HindenburgResearch_PRED_2019_1.p.txt,11044,0,0,557,7.67
300323_Aurelius_MDXG_2018_7.p.txt,1405,0,0,49,1.13
106_Greenlight Capital_JOE_2010.p.txt,566,0,0,104,14.39
303501_RH Analytics_HCI_2016_1.p.txt,83,0,0,50,3.14
279_Muddy Waters_AMT_2013_1.p.txt,36979,28,26,1293,2.48
269_Bronte Capital_VRX_2014_1.p.txt,544,0,0,24,4.12
91453_Night Market Research_FCEL_2020_2.p.txt,36,0,0,14,4.47
506_Street Sweeper_VIMC_2014.p.txt,1446,0,0,154,3.6
460_Street Sweeper_SWSH_2011.p.txt,3557,0,0,270,2.97
444_Dialectic Capital_BAM_2012.p.txt,685,0,0,116,5.71
90817_Hindenburg_AMEH_2018.p.txt,1808,0,0,42,5.61
430_Kerrisdale Capital_ONP_2010_3.p.txt,760,0,0,101,2.87
524_Asensio_CSKI_2009_20.p.txt,445,0,0,81,2.26
323_Pump Stopper_KEYW_2014_2.p.txt,1309,0,0,98,1.45
18_Citron Research_DEER_2011.p.txt,1352,0,0,113,3.42
145_Citron Research_USNA_2013_2.p.txt,5403,0,0,558,3.22
300101_Alpha Exposure_BPT_2016_1.p.txt,1384,0,0,30,3.22
91311_Mariner_FIXX_2020.p.txt,2201,0,0,85,4.59
534_Forensic Research Analyst_BOFI_2015_2.p.txt,1285,0,0,32,4.06
91073_Mako_CTSO_2019_1.p.txt,6,0,0,0,12.24
719_Kerrisdale Capital_ALM-GB_2015.p.txt,12749,0,0,514,3.29
90752_Boatman_BAB_2018_1.p.txt,6293,6,4,453,1.43
219_Richard Pearson_ONVO_2013_2.p.txt,2498,0,0,132,2.13
6_Bronte Capital_LINE_2013_3.p.txt,612,0,0,20,6.59
433_Matt Berry_CHBT_2011_2.p.txt,1093,0,0,51,2.58
499_Street Sweeper_SZYM_2014.p.txt,1101,0,0,74,4.91
90791_Viceroy_EBIX_2018_5.p.txt,1091,0,0,67,0.82
69_Gotham City Research_EBIX_2013_4.p.txt,5574,0,0,566,4.39
170_Richard Pearson_KNDI_2013_3.p.txt,1713,0,0,132,1.96
304024_Spruce Point Capital_O_2018.p.txt,5856,0,0,364,11.39
304123_Street Sweeper_RCAR_2018_1.p.txt,107,0,0,110,5.62
304106_Street Sweeper_AWSM_2018_1.p.txt,1372,0,0,68,1.68
307901_HindenburgResearch_SDC_2019_1.p.txt,9549,0,0,361,3.79
307211_Jay Yoon_RST_2015_4.p.txt,57,0,0,33,4.19
307101_JCAP_ENPH_2019_1.p.txt,7772,3,2,550,6.09
303207_Prescience_K_2018_2.p.txt,9348,0,0,362,2.84
688_Melissa Davis_EBIX_2015_1.p.txt,2878,0,0,165,1.46
90705_The Capitolist_TRUP_2018_12.p.txt,22,0,0,2,6.4
638_Cable Car Capital_PLUS-GB_2015_7.p.txt,1803,0,0,151,7.18
434_Kerrisdale Capital_WATG_2010.p.txt,1192,0,0,164,4.73
551_BlueMountain Capital Management_HLSS_2015_2.p.txt,3659,0,0,424,3.07
292_Muddy Waters_NQ_2013_3.p.txt,6579,0,0,412,0.86
9_Prescience Investment Group_AVG_2013.p.txt,5225,0,0,163,3.15
722_Martin Shkreli_NEOP_2011_2.p.txt,874,0,0,40,1.42
75_Glaucus Research Group_UTA_2011_1.p.txt,9681,0,0,496,4.35
118_Kerrisdale Capital_CAST_2011_3.p.txt,451,0,0,93,2.7
90966_Spruce Point_VRNT_2019.p.txt,23046,0,0,1053,5.91
464_GeoInvesting_ISNS_2014_3.p.txt,684,0,0,21,1.29
90894_Kase_TSLA_2019.p.txt,4612,0,0,206,2.37
373_Forensic Factor_SGM_2014.p.txt,5456,0,0,275,3.15
270_Kynikos Associates_BID_2014.p.txt,739,0,0,91,6.37
91121_Spruce Point_MPWR_2019.p.txt,19591,0,0,1194,8.11
296_Meson Capital_OMEX_2014_23.p.txt,2847,0,0,146,3.17
90628_FFJ_CBL_2018.p.txt,6351,0,0,528,4.63
487_Bronte Capital_CAGC_2011_1.p.txt,1504,0,0,96,4.12
90590_Viceroy_AMD_2018_1.p.txt,9787,36,22,538,1.99
90784_Viceroy_NRP_2018_1.p.txt,15306,12,9,696,7.81
717_Street Sweeper_FENX_2017_2.p.txt,415,0,0,13,4.71
416_Infitialis_OSGIQ_2012_1.p.txt,2829,0,0,206,3.63
304501_Xuhua Zhou_OSTK_2017.p.txt,25,0,0,1,5.69
10253_Asensio_DMC_2006_3.p.txt,872,0,0,68,3.27
400_Alpha Exposure_CLSN_2013_1.p.txt,1121,0,0,25,3.52
269_Bronte Capital_VRX_2015_5.p.txt,2091,0,0,51,11.12
206_Richard Pearson_OPK_2013_2.p.txt,4119,0,0,232,3.28
7_Whitney Tilson_LL_2015_11.p.txt,1,0,0,0,0.0
90952_Spruce Point_KRNT_2019_1.p.txt,11080,0,0,856,8.2
229_Greenlight Capital_ALD_2002 (2 youtube videos).p.txt,12790,0,0,589,1.5
91326_Hindenburg_SRNE_2020.p.txt,4183,0,0,190,3.0
470_Pump Stopper_IWSY_2014.p.txt,6229,0,0,374,4.79
300113_Alpha Exposure_NVAX_2018.p.txt,40,0,0,2,4.72
264_Street Sweeper_AMRS_2014_1.p.txt,2258,0,0,106,4.38
446_Bronte Capital_NUS_2014_4.p.txt,2661,0,0,308,9.21
20_Muddy Waters_ONP_2010_2.p.txt,1604,0,0,66,3.94
593_Suhail Capital_MDSO_2016_2.p.txt,2761,0,0,145,1.81
107_Whitney Tilson_JOE_2011.p.txt,159,0,0,0,19.97
90974_Philadelphia_CATM_2019.p.txt,4124,0,0,468,5.98
277_Asensio_OLED_2013_22.p.txt,437,0,0,65,1.9
376_Richard Pearson_OHRP_2015_2.p.txt,1785,0,0,79,1.67
330_Street Sweeper_UNIS_2013_1.p.txt,1049,0,0,89,3.58
91301_Hindenburg_MUAG_2020.p.txt,12007,0,0,591,4.4
198_GeoInvesting_HOGS_2011_1.p.txt,5110,0,0,295,4.43
658_Citron Research_AMSC_2008_3.p.txt,643,0,0,67,4.89
304047_Spruce Point Capital_IRBT_2017_1.p.txt,5124,0,0,287,6.3
90214_Spruce Point Capital_IT_2015.p.txt,22549,0,0,1419,5.14
91088_Mako_MPAA_2019.p.txt,14,0,0,1,0.0
408_Bronte Capital_NOG_2011_3.p.txt,1105,0,0,89,2.7
308_Street Sweeper_LOTE_2013.p.txt,1236,0,0,38,3.73
286_Galbraith Global Investment Management_WHX_2013_2.p.txt,607,1,1,73,2.93
305514_Fraud Research_CLOW_2018_1.p.txt,227,0,0,117,7.11
91304_Kerrisdale_MRTX_2020.p.txt,15618,0,0,707,3.22
90372_Citron_TSLA_2013.p.txt,1231,0,0,177,2.16
176_Prescience Point_LKQ_2014.p.txt,28284,4,4,1761,4.28
755_Muddy Waters_TLSN-SE_2015.p.txt,1122,0,0,65,0.77
524_Asensio_CSKI_2009_3.p.txt,765,0,0,148,2.15
296_Meson Capital_OMEX_2013_3.p.txt,599,0,0,38,4.6
90199_livermore_RACE_2015.p.txt,9,0,0,0,8.51
91140_Culper_PUMP_2019_2.p.txt,1866,1,1,211,6.83
91445_The Friendly Bear_CRNC_2019_2.p.txt,31,0,0,0,5.15
65_Alfred Little_SCEI_2011_1.p.txt,1105,0,0,101,4.03
90323_Aristides_MONT_2014.p.txt,5,0,0,0,0.0
91039_Kerrisdale_CDNA_2019.p.txt,5782,0,0,193,2.63
302102_Iceberg_Noble_2018_10.p.txt,36,0,0,2,17.82
718_Kynikos Associates_CNX_2015.p.txt,482,0,0,50,2.28
91390_JCap_STAA_2020.p.txt,8074,2,2,800,5.48
524_Asensio_CSKI_2010_37.p.txt,498,0,0,72,2.71
90427_Art Doyle_ACRS_2017.p.txt,2027,0,0,75,1.51
512_Gotham Investing_AFSI_2014_11.p.txt,201,0,0,12,6.16
615_Gotham City Research_EIGI_2015_1.p.txt,7915,2,2,484,3.64
33_Greenlight Capital_CMG_2012.p.txt,2031,0,0,196,5.06
301229_Citron_SHOP_2018_3.p.txt,1,0,0,52,1.24
628_Street Sweeper_QNST_2015.p.txt,1465,0,0,82,5.62
771_Alpha Exposure_EROS_2015_3.p.txt,2776,0,0,173,7.72
302_Citron Research_WRLD_2009_4.p.txt,1490,0,0,108,2.89
362_Spruce Point Capital_IRBT_2014_2.p.txt,2667,0,0,239,3.52
630_Mithra Forensic Research_VIPS_2015_4.p.txt,3741,0,0,111,2.68
91367_EducationEquity_GSX_2020.p.txt,4953,4,3,106,2.86
770_Pump Stopper_APDN_2015.p.txt,12460,0,0,1870,5.23
362_Spruce Point Capital_IRBT_2017_3.p.txt,4094,0,0,216,5.26
290_Citron Research_IOC_2013.p.txt,939,0,0,112,5.05
736_Martin Shkreli_BTX_2012.p.txt,1323,0,0,37,2.63
55_GeoInvesting_LLEN_2014_11.p.txt,1377,0,0,206,6.96
302102_Iceberg_Noble_2018_12.p.txt,78,0,0,2,9.68
304904_GlassHouseResearch_TPC_2016.p.txt,1157,0,0,17,2.06
524_Asensio_CSKI_2010_35.p.txt,761,0,0,113,1.94
192_Citron Research_HRBN_2011_8.p.txt,750,0,0,67,3.19
432_Citron Research_CHBT_2011_3.p.txt,612,0,0,55,7.26
524_Asensio_CSKI_2009_1.p.txt,393,0,0,68,2.37
307003_WhiteDiamondResearch_UEEC_2019_1.p.txt,3418,0,0,322,4.17
296_Meson Capital_OMEX_2013_1.p.txt,22970,99,40,2004,4.98
386_Copperfield Research_XONE_2014.p.txt,317,0,0,51,3.55
520_Glaucus Research Group_TKMR_2014.p.txt,7241,14,9,557,2.82
34_Jeffrey Gundlach_CMG_2013_2.p.txt,2961,0,0,192,4.6
301402_Friendly Bear_STMP_2017_3.p.txt,385,0,0,254,2.51
408_Bronte Capital_NOG_2011_1.p.txt,2780,0,0,110,4.88
129_Bronte Capital_FMCN_2012_5.p.txt,2947,0,0,101,5.58
301902_Gotham_AR4_2017_2.p.txt,8009,2,2,1058,2.38
156_Spruce Point Capital_LQMT_2012.p.txt,1212,0,0,26,1.06
302208_Kerrisdale_PLSE_2017_1.p.txt,10220,0,0,451,2.49
301_GeoInvesting_NEWN_2011.p.txt,898,0,0,124,3.09
49_Alpha Exposure_PRKR_2013_1.p.txt,1847,0,0,112,2.89
301302_Forensic Research Analyst_XON_2016_1.p.txt,72,0,0,40,4.38
168_Ottoman Bay_MR_2014_2.p.txt,1860,0,0,204,5.04
193_Kynikos Associates_CSTR_2012.p.txt,1914,0,0,152,3.93
645_GeoInvesting_JRJC_2015_1.p.txt,1252,0,0,243,5.5
334_Gotham City Research_QPP-GB_2014.p.txt,12901,9,3,1342,4.78
302814_Muddy Waters_1999HK_2017.p.txt,5213,5,5,235,3.14
614_Richard Pearson_AMCN_2015_1.p.txt,5051,0,0,508,3.41
304118_Street Sweeper_SSC-OLD_2017_1.p.txt,245,0,0,291,4.67
771_Alpha Exposure_EROS_2015_1.p.txt,6467,0,0,571,4.38
401_Street Sweeper_ADES_2014.p.txt,2591,0,0,152,4.09
307705_Studioso_IRE_2011_1.p.txt,87,0,0,68,6.28
26_Muddy Waters_O32-SG_2012_5.p.txt,1500,3,2,42,2.29
302_Citron Research_WRLD_2009_6.p.txt,1232,0,0,65,3.29
90777_FuzzyPanda_SSTI_2018.p.txt,5373,0,0,221,2.74
301201_Citron_MNST_2016.p.txt,4916,1,1,272,4.22
512_Gotham Investing_AFSI_2014_13.p.txt,415,0,0,17,4.71
615_Gotham City Research_EIGI_2015_3.p.txt,2099,0,0,114,3.25
314_Prescience Investment Group_REGI_2013.p.txt,4409,0,0,381,4.79
307224_Jay Yoon_CGI_2016_4.p.txt,408,0,0,243,3.86
138_Copperfield Research_CRVL_2012.p.txt,2342,0,0,159,1.64
487_Bronte Capital_CAGC_2011_3.p.txt,494,0,0,27,4.22
301516_GeoInvesting_VUZI_2017_1.p.txt,286,0,0,186,3.03
90784_Viceroy_NRP_2018_3.p.txt,4018,8,7,172,2.33
649_Shareholder Watchdog_HUSA_2010.p.txt,1928,0,0,187,4.83
767_GeoInvesting_SFUN_2015.p.txt,1236,0,0,105,3.94
296_Meson Capital_OMEX_2014_21.p.txt,783,0,0,23,4.91
91124_EtAlBioCap_PTE_2019.p.txt,5,0,0,0,0.0
437_Richard Pearson_AMTX_2014.p.txt,5673,0,0,157,3.13
90195_Tilson_EXAS_2015.p.txt,27,0,0,2,8.94
509_Bleecker Street Research_PUGE_2014.p.txt,1101,0,0,59,3.88
461_Anonymous Analytics_1619HK_2014.p.txt,13926,55,25,828,4.4
118_Kerrisdale Capital_CAST_2011_1.p.txt,15658,0,0,1731,3.85
301308_Forensic Research Analyst_NVAFF_2016_1.p.txt,50,0,0,42,2.57
464_GeoInvesting_ISNS_2014_1.p.txt,3647,0,0,117,2.44
92393_Chimin Sang_GA_2009_2.p.txt,989,0,0,69,2.3
301203_Citron_MBLY_2016.p.txt,3426,0,0,194,4.91
611_Hayman Capital Management_CELG_2015.p.txt,17786,0,0,547,5.99
52_Kerrisdale Capital_BVSN_2012.p.txt,1466,0,0,154,1.95
304009_Spruce Point Capital_PTC_2017.p.txt,21191,0,0,889,7.27
508_newman9_T4B-SG_2014.p.txt,11660,0,0,536,5.91
91080_Night Market Research_AMPE_2019_2.p.txt,29,0,0,9,4.3
658_Citron Research_AMSC_2008_1.p.txt,1343,0,0,88,3.92
304047_Spruce Point Capital_IRBT_2017_3.p.txt,1900,0,0,104,2.85
147_Street Sweeper_TEAR_2013.p.txt,4206,0,0,153,3.75
304901_GlassHouseResearch_OMCL_2019_1.p.txt,12451,1,1,366,3.11
90732_Gotham_MED_2018_2.p.txt,7327,5,5,277,1.7
277_Asensio_OLED_2013_20.p.txt,646,0,0,82,1.98
292_Muddy Waters_NQ_2014_8.p.txt,789,0,0,36,0.73
656_Street Sweeper_EMAN_2015.p.txt,1271,0,0,87,4.53
483_GeoInvesting_SBOTF_2014.p.txt,5218,0,0,276,5.51
406_Matt Berry_AEGR_2013.p.txt,2051,0,0,174,5.62
10253_Asensio_DMC_2006_1.p.txt,447,0,0,46,0.91
593_Suhail Capital_MDSO_2015_1.p.txt,159,0,0,11,4.11
269_Bronte Capital_VRX_2015_7.p.txt,7809,0,0,447,3.06
400_Alpha Exposure_CLSN_2013_3.p.txt,955,0,0,26,4.89
7_Whitney Tilson_LL_2015_13.p.txt,1902,0,0,68,1.53
685_Kerrisdale Capital_BAVA-CSE_2015_2.p.txt,2307,7,2,99,3.15
817_Investors for Truth_UDF_2015_2.p.txt,505,0,0,199,2.21
656_Street Sweeper_UEC_2015.p.txt,1016,0,0,89,3.56
6_Bronte Capital_LINE_2013_1.p.txt,3506,0,0,153,5.47
90152_Citron_CC_2016.p.txt,4006,1,1,241,3.74
466_Street Sweeper_JAMN_2011_2.p.txt,2442,0,0,175,4.05
571_Shareholder Watchdog_AXDX_2015.p.txt,7877,0,0,469,3.5
