Filename,Wordcount,Hyperlinks,Domains,Unique NER Entities,Total NER Entities,$ NER,% NER,% Numeric Characters,Financial Terms,SEC Terms
300314_Aurelius_BANC_2017_3.p.txt,4534,68,23,157,461,47,16,2.65,34,3
42_Kylinkos_VWS_2011.p.txt,868,30,2,67,229,1,2,5.44,23,0
91332_JCap_NG_2020.p.txt,9238,41,13,351,1146,143,42,13.4,99,0
459_Street Sweeper_GORO_2011_1.p.txt,5705,342,56,216,762,70,33,6.12,42,3
425_Tourbillon Capital Partners_MNKD_2014_1.p.txt,1600,74,22,216,486,13,82,5.16,9,0
90591_Viceroy_CPI_2018_1.p.txt,14396,70,21,300,1196,2,116,4.84,73,7
205_Street Sweeper_BRLI_2011_1.p.txt,4339,153,47,178,420,18,35,3.43,27,3
209_Infitialis_CLSR_2012.p.txt,3693,39,12,199,512,101,4,4.6,25,7
759_GeoInvesting_TEDU_2015.p.txt,5997,46,14,139,676,44,45,2.71,57,6
418_Infitialis_ZERO_2012.p.txt,3837,50,15,135,377,39,13,4.62,36,6
752_Suhail Capital_VEEV_2014_9.p.txt,980,4,1,59,102,22,5,2.69,8,0
90941_GMTResearch_CIM_2019.p.txt,3478,1,1,126,303,40,15,3.0,76,2
375_Kerrisdale Capital_FIVE_2014_1.p.txt,4485,44,2,156,449,21,47,3.67,96,0
524_Asensio_CSKI_2009_9.p.txt,1365,37,4,51,110,4,3,1.45,1,2
769_Kerrisdale Capital_STRP_2015_3.p.txt,2988,29,11,85,197,3,0,1.81,20,0
322_Whitney Tilson_LRN_2013_2.p.txt,5961,40,12,192,446,21,39,3.0,44,0
40_Muddy Waters_TRE-CA_2011_6.p.txt,30,0,0,4,4,0,0,7.69,0,0
304004_Spruce Point Capital_ECHO_2016_1.p.txt,26097,229,67,1441,4644,825,409,7.01,481,88
424_Bronte Capital_GPOR_2012_2.p.txt,1536,67,7,76,275,7,7,8.07,8,0
296_Meson Capital_OMEX_2015_30.p.txt,1956,23,7,58,186,7,16,2.98,22,1
283_Infitialis_MJNA_2013.p.txt,4022,47,13,153,537,39,12,3.41,31,5
71_Citron Research_LFT_2011_2.p.txt,1401,16,6,68,293,5,58,2.95,12,7
304908_GlassHouseResearch_AJRD_2018.p.txt,10266,0,0,360,1087,209,142,3.34,123,1
524_Asensio_CSKI_2009_17.p.txt,1162,39,5,40,82,0,0,1.45,4,0
745_GeoInvesting_CDZI_2016_4.p.txt,4199,123,8,89,207,28,2,2.23,30,8
764_Street Sweeper_HEAR_2018_4.p.txt,1402,53,13,70,120,11,6,3.38,6,0
55_GeoInvesting_LLEN_2013_5.p.txt,447,5,2,35,99,0,0,3.21,3,0
90612_JCap_SRNE_2018.p.txt,9317,39,14,340,1149,129,22,4.07,81,13
701_razor99_5CP-SES_2015.p.txt,18279,12,3,913,3878,124,634,9.22,167,37
407_Street Sweeper_NOG_2011_1.p.txt,152912,3933,588,3738,17802,2238,1365,4.5,1124,178
634_Whitney Tilson_UNIS_2015.p.txt,2937,24,4,116,276,39,5,2.3,22,0
235_GeoInvesting_SEFE_2012.p.txt,1849,23,11,98,291,57,2,5.03,13,2
277_Asensio_OLED_2013_31.p.txt,801,37,4,56,98,0,0,1.65,5,0
123_Asensio_CTE_2011_1.p.txt,862,43,8,56,101,5,0,1.68,1,1
30_Citron Research_ISRG_2012_1.p.txt,6805,57,20,244,552,24,12,2.73,23,1
788_Whitney Tilson_W_2015_1.p.txt,1596,17,6,90,150,22,5,2.09,10,0
311_Street Sweeper_XONE_2013.p.txt,3251,73,18,149,305,50,15,5.2,16,3
677_Glaucus Research Group_931-HK_2015_1.p.txt,17760,79,26,464,1784,66,71,4.66,159,5
302207_Kerrisdale_NAK_2017_1.p.txt,10669,0,0,257,1072,68,19,2.17,41,0
625_Richard Pearson_KERX_2015.p.txt,3740,38,11,79,287,37,4,2.6,25,0
134_GeoInvesting_GLGL_2011.p.txt,1278,7,3,38,122,0,0,2.5,3,1
747_Citron Research_VPRT_2009.p.txt,1168,21,10,52,159,2,41,3.63,12,0
302806_Muddy Waters_STJ_2016_2.p.txt,1169,0,0,8,12,0,0,0.09,7,0
90999_Hindenburg_EROS_2017_2.p.txt,1300,33,12,87,193,0,53,4.38,7,0
806_Phase Five Research_NWBO_2015.p.txt,6780,88,28,187,805,48,12,3.94,30,13
330_Street Sweeper_UNIS_2014_2.p.txt,3435,55,15,127,279,47,11,4.47,17,11
87_Richard Pearson_IDT_2013_2.p.txt,2245,16,3,68,209,33,9,2.44,15,2
304047_Spruce Point Capital_IRBT_2018_4.p.txt,15455,74,40,666,2206,241,333,5.43,163,9
92126_Asensio_LDK_2006_12.p.txt,862,28,3,45,90,9,2,2.23,0,2
91128_Viceroy_ATNX_2019_5.p.txt,3617,27,6,141,296,17,19,2.15,44,4
91420_Sylvan_GSX_2020.p.txt,2247,3,2,89,243,2,6,2.05,16,0
90705_The Capitolist_TRUP_2018_18.p.txt,1927,46,4,102,456,8,167,3.86,18,3
91087_Culper_ATRC_2019_2.p.txt,3324,4,4,97,242,22,12,2.78,43,0
90774_JCap_CCRC_2018.p.txt,9867,19,11,276,1224,58,19,2.18,114,12
672_Pump Stopper_CRMD_2015.p.txt,10958,167,52,248,878,67,108,3.89,70,6
351_Street Sweeper_OPTT_2016_2.p.txt,1451,24,8,76,206,36,1,5.91,24,1
823_Pump Stopper_MNGA_2015.p.txt,11417,275,69,431,1269,76,173,6.68,110,13
149_Whitney Tilson_MBI_2008_2.p.txt,1829,7,2,60,184,56,4,1.69,39,0
59_Citron Research_QCOR_2012_2.p.txt,1397,16,6,62,224,2,45,2.74,5,0
304304_Well_3914_2016_2.p.txt,1285,1,1,196,393,1,65,6.55,3,0
91090_Asensio_CROX_2006_3.p.txt,690,22,2,34,75,15,0,1.92,0,0
70_Bronte Capital_LFT_2011_1.p.txt,1283,35,9,60,116,43,4,7.14,7,1
318_Citron Research_UNXL_2013_2.p.txt,1025,13,5,46,185,7,58,2.93,7,1
91063_Culper_IRTC_2018.p.txt,10841,227,93,259,954,30,215,3.45,143,10
532_RH Analytics_HCI_2015_17.p.txt,2256,13,2,80,254,10,21,2.22,30,5
549_Bleecker Street Research_CTIX_2015_2.p.txt,1336,18,7,74,161,5,4,3.34,20,1
302506_Mako_AVXS_2016_2.p.txt,3902,31,12,85,191,10,1,2.34,23,18
302504_Mako_AVXS_2016_1.p.txt,14739,187,42,228,867,29,84,3.98,67,6
281_Alfred Little_FU_2013_2.p.txt,1045,44,8,81,158,5,0,6.65,11,0
50_Kerrisdale Capital_NOW_2012_3.p.txt,2220,49,16,131,294,41,30,6.94,58,5
238_Forensic Accounter_MILL_2013_3.p.txt,969,15,3,51,178,31,9,6.26,12,0
211_Citron Research_NUS_2012_4.p.txt,585,14,6,41,174,0,60,4.66,1,0
409_Alpha Exposure_ONTY_2011_2.p.txt,2873,9,2,41,127,0,17,2.08,32,0
781_Sinclair Upton Research_STRP_2015.p.txt,5533,35,7,160,547,13,68,14.67,32,23
300112_Alpha Exposure_GERN_2018_4.p.txt,3718,60,16,92,256,1,16,3.89,20,1
132_Muddy Waters_FMCN_2011_1.p.txt,3611,0,0,99,259,0,1,1.41,23,0
90814_FFJ_TDOC_2018.p.txt,2226,31,13,94,256,17,6,3.56,17,3
90875_GeoInvesting_FANH_2019.p.txt,3256,5,4,95,284,11,10,1.47,47,4
302102_Iceberg_Noble_2017_6.p.txt,146,1,1,23,45,0,0,12.22,0,0
91436_Citron_NNOX_2020.p.txt,3026,20,8,82,335,21,35,2.23,66,2
601_Muddy Waters_N21-SG_2015.p.txt,9966,0,0,185,568,105,18,1.89,45,4
91066_Culper_HROW_2019.p.txt,13455,105,42,438,2037,190,75,3.78,136,16
202_Kerrisdale Capital_CMED_2012_1.p.txt,2607,28,11,122,258,33,4,2.76,27,1
654_Shareholder Watchdog_REE_2010.p.txt,2420,25,9,127,264,22,14,3.32,72,4
305506_Fraud Research_PMCB_2014_1.p.txt,559,45,13,93,295,19,18,4.85,10,0
745_GeoInvesting_CDZI_2015_1.p.txt,5190,185,14,117,301,32,22,3.49,18,2
291_Pump Stopper_NQ_2014.p.txt,896,13,7,55,83,1,3,3.67,14,3
477_Street Sweeper_DGLY_2014.p.txt,1055,26,11,80,169,22,8,4.12,12,1
304008_Spruce Point Capital_CECE_2017.p.txt,12903,113,28,770,2087,316,199,6.94,248,18
123_Asensio_CTE_2011_5.p.txt,789,38,4,55,99,10,0,2.4,0,0
305511_Fraud Research_ZPAS_2017_1.p.txt,635,58,13,136,418,22,16,4.52,10,0
257_Street Sweeper_MDXG_2014_2.p.txt,3385,38,8,92,287,25,5,3.67,33,4
302513_Mako_FLXN_2018_1.p.txt,2096,21,3,88,198,14,9,4.29,27,1
163_Alfred Little_CGA_2010_4.p.txt,1522,18,5,126,287,42,2,3.12,15,2
303602_Richard Pearson_OSIR_2017_2.p.txt,4945,76,21,124,280,24,18,2.35,28,7
306402_ColdShowerAnalytics_MTSI_2016_1.p.txt,25345,4,4,711,2635,581,240,3.26,428,61
64_GeoInvesting_PUDA_2011.p.txt,2815,2,1,110,461,8,56,2.18,45,2
90705_The Capitolist_TRUP_2018_21.p.txt,1460,28,2,74,352,18,113,4.14,13,0
752_Suhail Capital_VEEV_2013_4.p.txt,1011,6,2,52,102,28,2,2.37,9,0
302701_Mithra_VIPS_2015_4.p.txt,4440,37,3,117,303,44,7,2.62,64,2
90791_Bodenholm_EBIX_2018.p.txt,3018,0,0,145,345,9,8,2.05,54,2
525_Spruce Point Capital_AME_2014.p.txt,328883,171,49,4513,27258,1904,2397,8.56,2788,667
91263_Bonitas_JKS_2020_1.p.txt,10556,40,8,264,1142,109,63,3.49,111,64
76522_RDN_BPT_2015_1.p.txt,1780,22,3,66,345,27,82,3.39,44,0
537_Trinity Research Group_VIMC_2014_1.p.txt,8472,79,16,238,958,99,35,4.66,103,41
91430_FFJ_PEN_2020.p.txt,1307,15,4,54,105,2,2,2.99,8,0
510_Bleecker Street Research_REFR_2014.p.txt,4362,33,4,171,489,53,23,3.43,25,2
90736_Plainview_NKTR_2018_2.p.txt,7663,48,8,127,538,6,132,3.96,93,0
90016_Cliffside_EVDY_2016.p.txt,13635,96,42,377,1404,115,244,2.96,194,15
820_819_Muddy Waters_RAL-FR_CO-FR_2016_2.p.txt,3670,3,3,61,151,0,13,1.95,70,0
301229_Citron_SHOP_2017_2.p.txt,385,1,1,11,15,0,0,0.8,2,0
304907_GlassHouseResearch_NUVA_2017.p.txt,16316,3,3,370,1539,133,131,2.61,207,14
29103_Ian Bezek_COGO_2011.p.txt,2291,22,4,124,492,98,84,3.8,30,4
818_Street Sweeper_OLED_2015_1.p.txt,2183,59,24,135,238,16,2,2.88,16,2
787_Citron Research_MNK_2016_2.p.txt,247,9,4,34,111,4,36,5.43,0,0
303606_Richard Pearson_OFIX_2016_1.p.txt,13232,168,30,257,1015,106,96,2.94,67,1
524_Asensio_CSKI_2009_13.p.txt,1128,41,4,54,93,0,2,1.36,3,1
500_Bronte Capital_LOGI_2011_1.p.txt,1420,29,10,47,87,3,6,2.72,9,0
402_Alpha Exposure_AFFY_2013_3.p.txt,1561,29,9,35,96,1,2,4.19,21,0
4_Prescience Point_BDBD_2013_2.p.txt,6796,24,5,194,583,90,50,3.13,103,7
378_Street Sweeper_ANY_2014_2.p.txt,1950,36,12,111,282,80,7,4.85,18,2
302214_Kerrisdale_JOE_2018_1.p.txt,16165,9,7,678,3018,811,135,6.02,211,7
300333_Aurelius_ACHC_2018_1.p.txt,7274,132,39,195,795,25,13,2.75,67,1
90324_Cannell Capital_ESTA_2019.p.txt,6270,78,17,324,1267,78,145,5.38,79,26
302821_Muddy Waters_TAL_2018_4.p.txt,19430,29,23,423,1932,279,74,3.92,281,23
90632_FFJ_DVA_2017.p.txt,2303,38,14,142,322,12,35,3.93,8,4
301415_Friendly Bear_UVV_2017_1.p.txt,5084,47,9,100,307,22,43,3.2,128,1
17_Alfred Little_DEER_2012_2.p.txt,512,13,4,30,65,0,3,6.59,7,8
550_BlueMountain Capital Management_OCN_2015_2.p.txt,4538,35,9,214,841,2,2,3.07,93,3
752_Suhail Capital_VEEV_2014_11.p.txt,1200,8,1,57,142,18,1,2.17,11,1
301215_Citron_MSI_2017.p.txt,3286,39,17,161,411,11,37,3.46,31,0
49_Alpha Exposure_PRKR_2014_4.p.txt,893,7,1,44,107,11,0,1.56,11,2
532_RH Analytics_HCI_2017_21.p.txt,1154,9,3,45,194,27,7,4.64,13,7
83113_Citron_ARTC_2007_1.p.txt,2452,30,7,144,414,9,78,2.06,27,3
300340_Aurelius_TEUM_2019_1.p.txt,5628,125,50,208,544,47,11,3.82,66,7
12_Glaucus Research Group_TEA_2012_1.p.txt,24085,42,24,303,1478,15,149,6.42,106,11
640_Street Sweeper_PTBI_2015.p.txt,2195,47,18,140,335,58,18,6.81,31,3
302002_Greenlight_CLB_2017.p.txt,4153,11,3,181,631,29,14,3.69,19,9
313_Richard Pearson_REGI_2013.p.txt,4655,54,14,137,332,55,19,2.22,59,3
576_Bleecker Street Research_AAC_2015_3.p.txt,3991,26,9,91,340,6,2,2.3,34,3
90_Citron Research_Z_2014_5.p.txt,2570,8,4,64,209,5,10,2.41,10,0
791_Emperor Has No Clothes_QIWI_2015.p.txt,3570,31,9,108,248,10,5,2.72,46,16
70_Bronte Capital_LFT_2011_5.p.txt,425,1,1,41,77,0,0,2.62,6,1
303208_Prescience_ENPH_2018_2.p.txt,4405,1,1,158,445,93,55,3.12,97,7
132_Muddy Waters_FMCN_2012_4.p.txt,20,0,0,4,4,0,0,12.5,0,0
532_RH Analytics_HCI_2015_13.p.txt,1247,7,1,33,93,1,7,1.76,7,1
7_Whitney Tilson_LL_2015_5.p.txt,3178,32,11,70,158,7,4,1.54,25,1
84184_Citron_AXDX_2015.p.txt,5538,57,15,155,570,46,82,3.7,125,16
368_GeoInvesting_WSTI_2014_4.p.txt,1232,40,3,59,116,9,1,4.69,12,2
301253_Citron_CHGG_2019.p.txt,2876,12,6,81,228,7,1,0.71,63,0
638_Cable Car Capital_PLUS-GB_2015_9.p.txt,2422,135,14,83,210,0,28,4.35,27,0
91128_Viceroy_ATNX_2019_1.p.txt,11282,115,12,400,1424,30,113,5.53,77,16
738_Martin Shkreli_NKTR_2012.p.txt,1844,9,3,92,206,27,34,4.96,17,1
91239_Grizzly_WUBA_2020_1.p.txt,14341,45,26,341,1253,132,92,4.36,189,21
491_Kerrisdale Capital_GSAT_2014_4.p.txt,3893,47,17,100,275,3,1,2.85,21,0
214_Prescience Investment Group_APWR_2011_1.p.txt,4623,0,0,169,489,40,7,1.51,79,25
301235_Citron_W_2018_2.p.txt,853,6,4,49,90,19,2,3.75,6,0
3_Kerrisdale Capital_EZCH_2013_3.p.txt,2376,54,16,114,241,4,15,4.3,24,4
302216_Kerrisdale_IRTC_2019_1.p.txt,3516,0,0,78,175,6,8,1.69,15,2
91354_JCap_IDEX_2020.p.txt,9238,41,13,351,1146,143,42,13.4,99,0
353_Kerrisdale Capital_BOFI_2014_1.p.txt,12855,13,9,383,1253,55,193,3.33,175,0
35_Infitialis_CYBX_2013.p.txt,9446,95,29,251,784,41,73,3.15,72,0
10_Kerrisdale Capital_LIWA_2011_1.p.txt,1687,17,4,63,229,3,2,2.04,15,2
91464_Grizzly_SPI_2020.p.txt,11230,32,15,273,1007,19,33,1.93,163,8
301612_Glaucus Research_BLA_ASX_2018_1.p.txt,33603,199,60,735,3813,568,506,5.38,348,47
301217_Citron_FLT_2017_2.p.txt,3556,16,7,99,271,50,9,2.17,35,1
90825_Hindenburg_RIOT_2017_3.p.txt,4370,86,18,151,425,23,51,4.89,41,11
92126_Asensio_LDK_2006_16.p.txt,687,24,3,38,67,0,3,1.94,0,0
304306_Well_CYBQY_2016_1.p.txt,537,0,0,125,204,12,8,2.55,0,0
304309_Well_6273_2017_5.p.txt,417,0,0,79,664,203,94,18.26,0,0
301219_Citron_EXAS_2017_2.p.txt,1784,6,2,59,157,20,4,2.17,2,1
371_Street Sweeper_TTGT_2014.p.txt,2208,46,17,117,360,29,43,4.62,18,4
109_Whitney Tilson_LEH_2008_2.p.txt,2813,13,3,113,260,21,6,1.48,28,0
91180_Asensio_PGWC_2006_1.p.txt,1361,26,2,88,176,13,0,2.17,4,0
276_Street Sweeper_PANL_2011_1.p.txt,7035,375,34,359,1501,102,146,7.66,24,2
92589_GeoInvesting_HOGS_2011_2.p.txt,2250,43,9,107,513,17,158,3.29,25,8
304301_Well_MARUF_2015_1.p.txt,14515,36,22,329,1125,47,71,3.03,167,5
90705_The Capitolist_TRUP_2018_2.p.txt,3595,38,6,84,357,10,94,2.58,54,0
141_Muddy Waters_STAN-GB_2013.p.txt,317,9,4,29,39,0,6,5.4,3,0
155_Pershing Square_FSA_2008.p.txt,1225,13,3,61,108,8,4,2.25,7,0
532_RH Analytics_HCI_2015_9.p.txt,444,3,1,25,56,0,5,6.1,8,1
465_Street Sweeper_CIGX_2011_2.p.txt,4633,220,31,218,790,69,24,4.92,18,4
301239_Citron_PTE_2018.p.txt,1835,14,5,81,185,11,18,6.33,17,5
301423_Friendly Bear_TDOC_2019_4.p.txt,2184,24,8,35,177,1,0,2.4,19,0
512_Gotham Investing_AFSI_2014_4.p.txt,797,9,2,77,151,28,10,4.73,8,2
200_Matt Berry_QIHU_2012_6.p.txt,845,14,5,37,79,15,2,4.46,19,1
683_Forensic Research Analyst_CRR_2016_4.p.txt,2649,26,4,59,275,11,7,5.13,63,4
91069_The Capitolist_EYE_2019.p.txt,4007,113,18,157,569,17,130,7.22,56,11
307702_Studioso_YRCW_2011_2.p.txt,346,13,3,26,82,17,2,4.55,12,0
302212_Kerrisdale_PTI_2018_1.p.txt,12860,0,0,194,658,13,80,3.17,77,5
224_Richard Pearson_NEON_2013.p.txt,5558,62,9,147,558,121,23,2.99,43,10
307711_Studioso_NBGGY_2015_3.p.txt,260,17,6,58,160,19,5,5.32,3,0
90015_SoapBox_ULTI_2016.p.txt,5652,1,1,144,367,15,22,2.14,106,1
304112_Street Sweeper_BRKO_2016_2.p.txt,1733,36,8,85,160,22,13,6.16,27,3
307208_Jay Yoon_TSEM_2015_2.p.txt,702,29,5,138,428,53,31,2.88,12,0
79_Citron Research_MOBI_2011.p.txt,3872,44,18,140,514,50,94,4.19,42,3
92422_Chimin Sang_CCME_2011_1.p.txt,2326,51,17,131,386,3,83,3.89,12,2
301509_GeoInvesting_WING_2016_1.p.txt,1830,27,3,54,153,13,33,2.86,30,0
92126_Asensio_LDK_2006_3.p.txt,816,22,2,31,66,0,0,1.78,2,0
709_The Friendly Bear_BOFI_2016_4.p.txt,3587,30,6,87,265,1,1,3.1,23,24
452_Bronte Capital_CFR-CH_2012_2.p.txt,855,26,8,43,58,3,7,3.19,4,0
62_Spruce Point Capital_CBEH_2010.p.txt,4540,13,11,165,329,24,16,1.43,61,11
91129_Night Market Research_ZYXI_2019_4.p.txt,2279,38,6,109,386,29,102,4.78,50,1
248_Street Sweeper_PSSI_2012.p.txt,5320,102,31,349,1009,118,47,4.37,48,0
733_Citron Research_VRX_2015_3.p.txt,2187,31,9,97,260,5,9,2.12,3,1
304036_Spruce Point Capital_DOL_2018.p.txt,19175,114,51,870,2642,162,415,5.26,230,9
297_Citron Research_DDD_2014_2.p.txt,6852,75,29,166,465,31,11,3.25,38,1
31_Muddy Waters_RINO_2010.p.txt,10415,10,9,316,1390,167,119,3.16,48,31
302812_Muddy Waters_AKG_2017_1.p.txt,18387,12,11,428,1596,231,103,5.12,85,12
7_Whitney Tilson_LL_2015_22.p.txt,4636,32,10,126,328,41,9,2.18,42,1
321_Alpha Exposure_EXAS_2013_4.p.txt,2273,28,7,70,227,19,21,3.91,7,0
303904_SkyTides_PODD_2016_1.p.txt,17581,136,22,173,806,43,30,2.98,120,0
455_Matt Berry_CLIR_2012_1.p.txt,5546,114,34,186,539,3,10,4.06,52,8
55_GeoInvesting_LLEN_2014_8.p.txt,3111,36,7,102,508,0,3,3.3,11,5
192_Citron Research_HRBN_2011_4.p.txt,1813,43,10,83,381,18,101,4.81,14,3
524_Asensio_CSKI_2010_39.p.txt,857,38,4,54,100,17,3,2.71,3,8
468_Citron Research_GNI_2010.p.txt,1295,30,11,98,261,27,40,7.0,15,1
277_Asensio_OLED_2013_11.p.txt,974,42,8,40,96,0,0,1.84,3,0
90265_RealTalk_MEET_2016.p.txt,1643,30,4,62,203,2,76,4.4,33,6
586_Street Sweeper_HYGS_2015.p.txt,3044,32,8,120,304,51,44,3.58,25,6
300301_Aurelius_BOFI_2015_3.p.txt,5873,59,16,124,395,29,13,2.28,37,10
93044_Chimin Sang_LIWA_2009_1.p.txt,840,11,1,64,182,19,50,3.99,13,1
507_Bleecker Street Research_LIVE_2014_2.p.txt,2045,17,6,72,121,11,2,2.08,17,6
324_Street Sweeper_KEYW_2013_2.p.txt,5047,181,23,117,441,27,21,9.04,58,8
90591_Viceroy_CPI_2018_5.p.txt,2785,7,4,32,118,0,2,1.0,33,0
91206_Upslope_FOCS_2020.p.txt,3681,1,1,86,203,15,12,1.73,41,2
68_Copperfield Research_EBIX_2011_1.p.txt,1149,8,2,62,118,9,4,2.47,26,0
546_Street Sweeper_ZIOP_2015.p.txt,1256,19,4,95,201,35,23,4.96,9,2
277_Asensio_OLED_2013_2.p.txt,1378,38,4,81,158,2,0,2.54,8,7
305501_Fraud Research_USGT_2013_1.p.txt,736,35,11,125,419,76,26,4.85,20,0
310_Citron Research_ANGI_2013_1.p.txt,4505,32,18,95,298,29,12,2.14,24,0
90723_Viceroy_PVG_2018_3.p.txt,2014,7,3,120,237,0,0,1.65,30,0
447_Whitney Tilson_NFLX_2018_4.p.txt,1969,19,6,60,164,22,5,2.4,20,0
716_Citron Research_MBLY_2015_2.p.txt,3967,20,10,153,476,14,54,3.39,29,0
301908_Gotham_CRTO_2017_2.p.txt,6067,23,18,269,730,46,152,3.8,62,6
816_GeoInvesting_ACAS_2015.p.txt,5855,44,11,180,852,83,17,3.72,58,13
304309_Well_2931_2017_1.p.txt,10301,15,11,302,718,43,30,3.47,101,6
447_Whitney Tilson_NFLX_2010_2.p.txt,7592,53,9,263,845,132,42,2.35,77,1
91204_Spruce Point_LHCG_2020.p.txt,14322,5,5,582,2075,318,236,5.53,339,23
91015_Viceroy_TEUM_2019_3.p.txt,1540,6,3,39,51,0,0,0.71,32,0
91171_Citron_PTON_2019.p.txt,4452,29,11,86,407,37,5,1.68,70,0
301205_Citron_7779TYO_2016_3.p.txt,1216,4,3,35,119,0,5,2.0,8,1
296_Meson Capital_OMEX_2014_10.p.txt,775,15,7,68,127,4,6,4.34,4,0
301301_Forensic Research Analyst_CRR_2016_1.p.txt,326,13,2,17,27,2,2,7.13,3,0
528_Richard Pearson_RGLS_2014.p.txt,2977,25,6,151,605,167,20,10.26,21,1
716_Citron Research_MBLY_2016_3.p.txt,4288,47,24,202,529,72,14,4.91,36,0
35_Street Sweeper_CYBX_2013.p.txt,9822,44,31,285,763,79,51,2.1,52,0
567_Street Sweeper_ONDK_2015.p.txt,2222,41,15,98,181,41,30,5.99,34,6
91094_Sleuth Investor_CVGW_2019.p.txt,7281,90,18,260,1102,87,171,5.33,98,3
90615_JCap_YRIV_2018.p.txt,3501,9,6,114,278,6,4,2.27,28,1
93044_Chimin Sang_LIWA_2009_3.p.txt,1780,23,4,101,401,25,100,4.2,18,3
302102_Iceberg_Noble_2016_4.p.txt,130,1,1,25,47,0,0,15.13,0,0
122_Muddy Waters_CCME_2011_1.p.txt,915,0,0,83,152,5,4,3.93,6,0
90591_Viceroy_CPI_2018_7.p.txt,834,1,1,19,23,1,0,0.42,6,0
304025_Spruce Point Capital_KTOS_2018_2.p.txt,3474,7,3,237,610,140,30,5.0,137,10
82540_CDM_WLT_2014.p.txt,4917,63,12,251,993,92,183,4.21,83,11
277_Asensio_OLED_2013_13.p.txt,1199,40,4,37,75,0,2,1.9,5,0
301420_Friendly Bear_GHL_2017_1.p.txt,4874,34,3,80,175,7,15,1.07,43,0
300301_Aurelius_BOFI_2015_1.p.txt,3307,33,11,90,204,21,7,2.78,21,4
74_Bronte Capital_UTA_2010_1.p.txt,7324,174,22,197,681,19,32,3.69,42,1
90614_JCap_IPO_2017.p.txt,11590,44,20,332,1281,46,105,4.67,118,4
249_GeoInvesting_AFSI_2014_4.p.txt,1145,14,4,79,176,25,15,4.29,13,2
90813_Hindenburg_YRIV_2018.p.txt,5402,108,28,171,478,43,7,5.76,64,8
664_Citron Research_LPHI_2009_2.p.txt,2362,67,30,112,461,3,105,3.57,16,1
192_Citron Research_HRBN_2011_6.p.txt,3702,32,10,110,386,35,32,3.3,29,5
485_Ikarian Point Research_CELG_2013.p.txt,1520,23,11,130,298,68,20,4.99,26,2
7_Whitney Tilson_LL_2015_20.p.txt,2456,15,8,40,92,4,11,1.44,17,0
321_Alpha Exposure_EXAS_2013_6.p.txt,2570,32,9,48,118,1,24,2.84,22,0
303904_SkyTides_PODD_2016_3.p.txt,6612,87,23,171,681,8,83,4.19,83,0
91249_Night Market Research_NYMX_2020.p.txt,1605,32,8,91,282,5,69,3.86,24,16
238_Forensic Accounter_MILL_2012_1.p.txt,2006,40,11,91,272,47,19,6.48,26,4
90342_FG Alpha_EROS_2017_1.p.txt,3822,28,13,81,227,15,6,3.15,67,9
304027_Spruce Point Capital_MRCY_2018_1.p.txt,12933,125,29,879,2598,417,390,8.89,259,29
91128_Viceroy_ATNX_2019_10.p.txt,5830,29,8,191,605,16,14,2.9,51,6
300318_Aurelius_CIA_2017_1.p.txt,7467,132,32,208,583,44,39,4.98,95,20
307202_Jay Yoon_SPCB_2014_1.p.txt,714,28,5,143,486,56,79,3.87,12,0
90823_Hindenburg_OPK_2018_2.p.txt,3356,43,12,110,240,6,2,1.95,36,0
68_Copperfield Research_EBIX_2012_2.p.txt,1171,12,5,46,103,6,4,3.05,43,1
800_Emperor Has No Clothes_USU_2014_2.p.txt,700,10,5,38,101,24,13,5.89,10,0
301205_Citron_7779TYO_2016_1.p.txt,5690,84,32,221,667,55,37,3.55,19,4
232_GeoInvesting_ECAU_2013_1.p.txt,6078,74,21,190,603,125,8,4.03,74,7
296_Meson Capital_OMEX_2014_12.p.txt,3511,35,13,143,356,29,20,3.78,20,7
253_Gotham City Research_BCOR_2014.p.txt,14227,74,37,523,1673,189,150,3.35,175,31
301301_Forensic Research Analyst_CRR_2016_3.p.txt,2827,29,4,65,285,11,7,4.75,65,1
310_Citron Research_ANGI_2013_3.p.txt,2517,15,7,93,227,22,46,3.61,20,2
301237_Citron_INGN_2019_2.p.txt,4498,25,8,140,430,13,11,1.67,78,1
90723_Viceroy_PVG_2018_1.p.txt,23654,78,18,438,2062,48,113,4.65,85,19
351_Street Sweeper_OPTT_2014_1.p.txt,3054,46,22,107,287,36,4,3.65,27,12
360_Kynikos Associates_LNCR_2009.p.txt,1815,0,0,224,418,20,76,4.37,20,6
568_Glaucus Research Group_2014-HK_2015_2.p.txt,8206,12,6,155,787,6,23,2.27,77,43
480_Forensic Factor_AUTC_2011_2.p.txt,4458,63,12,172,474,51,90,3.46,87,4
91015_Viceroy_TEUM_2019_1.p.txt,16236,206,27,422,1467,27,99,6.72,137,19
304044_Spruce Point Capital_TSEM_2016.p.txt,19654,171,36,920,3030,450,165,6.16,350,41
90019_Cliffside_NAII_2016_1.p.txt,971,14,4,118,407,4,151,7.24,14,7
247_Copperfield Research_SCTY_2013_2.p.txt,4222,30,7,173,402,55,39,2.78,97,5
221_Lakewood Capital_ONVO_2014.p.txt,1655,55,15,133,327,14,47,4.57,14,0
457_GeoInvesting_XXII_2014_2.p.txt,1624,42,1,129,259,6,0,2.26,11,14
